4	 Thalaivar varuvaru sure aa adippaaru
4	 Who else are here after Sarkar movie?
1	 Dialogues ah illama mass scenes la pesirukalaam
1	 Pongal namalukku super collection ma !
4	 Ennada pittalatama irruku views 51k but likes 99k va
1	 Thalaivaaaa..! ippa Enna panna porom?? Sweet sapda porom...!
3	 I am thalapathi fan...but thalapathi ku apram karthi Anna va than pidikum..intha Diwali enaku double treat....
1	 Yuvan bgm kola mass thalaiva marana waiting for #valimai
1	 Thalaivar ku ennum vaisae agala Sema
1	 Kaithi blockbuster movie  Bigil Abhi tak hit bhi nhi huvi
1	 Ippa enna panna poram sweet sapada porom ,,,super awesome
1	 Thala  U1  Yuvan Shankar Raja  Mass....
1	 Shakthiman fans kill the like button
4	 1:53 Ant-Man ah pottu Hope pottu polakra adhe smack
4	 Screen Presence la ungala adichukka vera evanum illa Thala
1	 Vera level movie & vasool NKP
4	 Vera level acting thalaivar Mass's pakka mass sry petta masssss SSS
1	 Sahoo 12 million nkp innu 9 million tha 🤣🤣🤣
4	 Senseless movie ..  just video game..
1	 Thala fans saarbaaga motion poster vendum adhe
2	 Rajinikanth sir is my favorite Hero says ARR
2	 Kadaram Kondan vs Saaho.... I'm waiting....
1	 0.35 & 0.55 sec   wowwwww
1	 Last dialogue suit for all fans
1	 Thala fans hit like me....
2	 Edho sadhi nadakudhu pa inum trending la varala
1	 Kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga
4	 Shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga
4	 Dai bahubali 1 & 2.    Kelambu kelambu.
1	 PINK Bollywood  But Like Ajit kumar
2	 Comedy ya erukku ithukku billa pandi ok
1	 Vs anna semma.......🤗epavum pola neega vera level.........
1	 Kk chiyan vikram in kadaram kondan best wishes
1	 1:34 Enna paarva da idhu goosebumps guaranteed
1	 Marana marana marana.. Sirapana tharamaana padam ...🤗🤗🤗🤗
1	 Thala look sema mass nu soldravanga mattum oru like podunga
1	 Vanthathu vanthuteenga thala fans ellarum like potutu ponga
1	 enada pandey news ah vittutu cinema la nadikuran
1	 Ena da bgm ithu yuvannnnnnnnnn rocksssssss
1	 1st like Vijay Fanss Hit Likes
4	 Ex police cop become a prisoner.
1	 Trailer late ah parthu miss pannavanga.... Ippo happy ah
1	 Nazawuddin Siddiqui in pettai  tharamana mudivu
2	 Oru pakkam bigil. Bigil anil kunjugalin alaparaikal
1	 Super  yaru nu keta chinna kulandhai um solum....... Maestro of Style
1	 Dhanush Indha padathula ethana pera vetunarunu yarachum therinja solunga....
1	 Vijay sethupathi fans hit like here
1	 Aiyo enaku ipave thalaya padathula pakanumnu eruku
1	 THALAAAA  & U1 again ROCK
1	 Petta telugu la illea ? missing in tollywood
3	 Story match kaakapoinaa, Konni Konni shots Sukumar Rangasthalam laaga ne undhi choodataniki
1	 Telugu  Thala fan's hit likes
2	 Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p*** pasangala... No bots no Visay
1	 akshay kumar as shiva kumar
4	 Siripu vantha oru like podunga
2	 Teaser la iruntha yedho onnu trailer la missing! Aana ithuvum nalla than irukku
1	 🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans
1	 Dhanush fans sarbaga padam vetri adiya valthukal
1	 Sweet sappuda porom  Sweet saputtu apdiye ethavthu karama (Viswasam) sappuduvom
1	 Pazhaya Rajinikanth ah paatha feeling pa....
4	 Maranam mass uh maranam Petta Athukku avar thaa poranthu varanum Thalaivar
1	 neraya neraya neraya neraya neraya what a  performance voice Vera level.
1	 Ithan diwali fight..semme kartik..story value va hero value r nu..
1	 Dhanush fans oru like potutu ponga
1	 Pink !! But like for Ajith
1	 Beginning of satyayuga end of kaliyuga
1	 Dhanush sir ku Ella get up um set aagudhu
1	 Inimal Sun Networkla Petta promo poda start panniduvaanga
1	 neraya neraya neraya neraya neraya what a powerful voice.
1	 thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....
1	 Krish movie mask mathiri erukku pa....
1	 Chiyaan vikram sir vera 11
1	 Ethe maari ennamo Padam pathaa maatiye eruke 🤔🤔🤔
1	 thala thanta thalaiya minja evanta
1	 2.0 late a vanthalu latest  a vanthurukku
4	 Thatha ku jodiya paatis Padam nalla irrukum pola
4	 1999 :padappa-vali now 2019 petta -viswasam
2	 Bigil satham ketta ella kaithiyum amaithithan
1	 Confirm 1M likes varumnu soldravange like podunge machanzz
1	 Happy new year  Thalaivar padam mass kata pothu
1	 Thala Vera Level Maas  U1 Bgm Ultimate
4	 Yenda thala enga thala ya vada dislike panni irukkenga
2	 Dai youtube trending la podu da
1	 sam c.s vera level ya un bgm
1	 Thala vera level n yuvan bgm semmeee...
1	 Thala endru sollada thalai nimirndhu nillada .. vanthudaruda en Thala ippa vangada kena.................
4	 Are u a virgin girls ??? Kani kazhiyama irukingala ???
1	 Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa
2	 All the best Karthi and Lokesh kanakaraaj
1	 Romba naaluku Aparam thalaivar...  Sema massa pakurom..... Get rajinified... .....
4	 Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la  vilundarom
1	 Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala
2	 Mavena edhavadhu haters irundha odi poiru kola kandula irukkaen padam paakama vidamataen
1	 Elam girls um trailer ah patha maari movie ya kandipaa parungaa....
4	 3ena da 300 spartan s BGm la varuthu
4	 I am Kamal Sir Fanzz but i like  2.0 trailer.... waiting fr 2.0 Movie
4	 Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam
1	 Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom
1	 Intha padatha pathe aakanum Thalaivaa aaaaaa.........
1	 Kris’s movie pola irukkunu yaarukkavadu feel aahircha
2	 Viswasam trailer 7k like  1.4 m  like thala fans like tha trailer
1	 Ada dei nama sambatha da dei
4	 Nvp voda recorda break pannanum solravanga..like pannunga
1	 Movie pathutan semma mass a irukku.... music la vera leval
1	 Marana mass thala I am waiting🦁🦁🦁🦁🦁🦁🦁
1	 Intha Padathula Gethu Mass Kaatra Thalaya nadikala! Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru! #StopWomenAbuse
1	 Vayase aagala pa.. ena effort chanceless.. 🤙
1	 Thala yada dialogue delivery sema mass Vera level  goosebumps overloaded
1	 Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu.....
1	 Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon
1	 Vayasanalum unga style azhagum innum marala.... Thalaiva roxkzzzzzz
1	 Matha actor la Vera level na Niii top level Thalaivaaa
1	 Enna panna porom sweet sapda porom petta paraak
2	 Dislike Pota Ealarum .... Lusu p___ 🤐
1	 Vena padama release pannathinga pakka mudiyala
1	 Thala bloods ellaarum oru like podunga
4	 Real Rajnikant or dupe ?? Amazingly young !!!
1	 DEEPAVALI KU vera level Padam irukku !! Pakka !! KAITHI DEEPAVALI
1	 aiyo #thala marana mass #thala love you so much #thala
1	 Thla da . U1 bgm
1	 Intha padampothu thalaya asaikka kooda mudiyathu
1	 NKP 30 million views varum solravaga thala fans hit like button 2million like
0	 subscribe here enjoy ...gari maya ra sath dinu hola nogen
4	 Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga
1	 Super super super super star rajini sri good.....
2	 Mind blowing  Ipo paarunga therikka vitudalam
4	 Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la... padatha paathuthaan paadhi samudhayam kedudhu.... all the best for the team....
1	 Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala
1	 king of kollywood one & only Thala Thala Thala Thala Thala Thala Thala
4	 Marana masss thalaiva Hollywood deractor la vaya polaka poranugga
1	 Thala mass! But court room perusa irundhurkalam.
0	 You kena tunggu lebih lama lagi... untuk tahu saya...
2	 Idhu  padam da ommla enna padam da i saw 2 shows back to back vera level
1	 Pakkaaa message pola...Thalaivaaa we are waiting
3	 Thalapathy kku Evlo Massss irukka pootho #Thalapathy64  #Lokeshkanagaraj
1	 Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry
1	 Nammaku tevaiyanada namma taan adichi vaanganum; Padipa mattum nammakitta irundu edutuka mudiyathu
1	 Ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..
1	 Last dailog புரிஞ்சா inga like podunga
2	 Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it
2	 1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam
2	 Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku ....thalavara dummy ah aakitanaga...ama vai illa ya
0	 You tube crash ho gaya kitna time ho gaya hai bhut sahi
1	 Vera Level #SK Bro... Keep Going Huge..
1	 Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa
1	 last dialague semma.... rasikanuku advice pannitaru thala super thala
1	 Super pa... Thalapadhy rasigar saarba vaalthukal
1	 Thala Ena Thala ketta mass ah irukiyae
4	 Thambi naanga 19 hourslaya 11M neenga yaaru da komali
1	 Appo Kabalieee... Na Nerupuda  Eppo robot na chitti 2.O version
1	 Waiting 1m likes and 15m views
1	 Vayasu analum unga style um alagum innum ungala vitu pogala....old time rajni ah pakaramariye iruku...
3	 Kaithi thane daw. Intha Diwali ku
4	 Ada aamaigala 1m like kooda varlaya aamai Ajith
2	 Realy trailer marana massa iruku iam waiting petta
1	 You're line line line ithu mari Neriya  Neriya Neriya Neriya padatthula irukum pola iam waiting
1	 Simion sir enga irrukinga.  Sekiram vanga.
1	 Wow 10  millóns views
1	 Back to Back Super blockbuster Movies......... First   2.0   then Petta Rajnikanth is just Amaaaaaaazing
1	 எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by:PURE DHANUSH ANNA FAN
1	 Dislike pannravan ratham kakkai saavan 🤣
1	 தல i am waiting for nerkoonda paarvai
1	 Vijay -vera vera vera vetakaran taan da venumm Ajith- nerya nerya nerya nerya ....nerya
2	 Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga
1	 Dislike panavan oruthanuku poruthuruka maatan poogada ****************
1	 Dei kadisiya style dance ah parunga da... Ayyo sema... Thalaiva cuteness charisma fight sequel banged comeback...
3	 Darbat 50K COMMENT VARANUM 800K LIKE VARANUM VIEW 40 MILLION VARANUM
2	 Shaktiman madri next comedy punda aga poren sakadai kelavan
1	 Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale ‍‍‍‍‍‍‍
1	 Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum
3	 Wow trailer marana waiting Diwali ku
1	 Entha trailer best nu Pakalam  Like : Asuran   Cmnt: Kaapan
1	 Comments parka vandha padika vandha nanba nanbigal like pannitu pooga
1	 Thala thaan eppavume ennudaya role maadal
1	 @0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!
1	 Remake of pink movie ah... Apdiye eduthurukeenga... Oru dialogue kooda maarama... But fight scene extra va...
2	 Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda
1	 Eduthu vainga Da adutha Oscar ah ASURAN Ku.
4	 I miss you ishwarya rai madam
1	 Mass  Dhanush  manju  vetri
1	 Thalaivaaaaaaa.......  Ungaluku vayase aaakathu. Nee mattum thaa Thlaiva mass. Massuke Boss.
1	 THALA 6O ku aavathu atleast pre announcement pannunga
1	 Aptilam nadakkathu nadakka kudathu fire on eyes thala
2	 Amam eppa puthu trailer poduvingo. .. 1960 mgr kala thu padama. .. Re release panna poran gala. ..
1	 Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz
3	 Entha padathalaum vivazya pirachana solraga pola oh my God
1	 Kaithi ye evlo mass ah iruku na  Thalapathy 64?
4	 adra sakka... thalaivaa ... marana mass.. adi thool.... Petta Pongal...... Petta Parrakk.....
1	 Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum
1	 1:55 for some #THALA & #THALAPATHY fans
1	 Please make thalapathy 64 like kaithi visuals
1	 Nothing to say ....just goosebumps #thalarasigai
1	 Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga....
1	 1:38 to 1:50 yenna swag pa thala. Thala pola varuma ? FDFS from Karnataka.
1	 Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga
1	 Saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. #Tharam
0	 మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదు.ఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది.
1	 Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu
1	 Marana mass thalaiva   Ungalukku innu vayasu agale
1	 Intha padam kantippa win pannum but rajinikaga illa Shankar kaga  avaroda talent kaga ...
1	 Oru oru scenum goosebumps ahh iruku petta parak🤘🤘like podunga trailer pathu goosebumps anuvanga
3	 Vijaya vallu movies teesthunnaraa inkaa wow
1	 #NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting
2	 petta movie atta flop old man sotta boy
4	 Ena Da bomma Padam eduthu vachirukeenga
1	 Semma vera level . Like hits
1	 pink movie in hindi .final dialouge superrrr.
1	 chinna pulla thanamaala irukku graphics! XD XD
1	 Rajini sir telugu fans hit a like here ? Rajinified
1	 O my God superstar Rajinikanth, navajuddin siddiki, vijay setupati , what else needed
1	 Marvel paruppu thanni+DC uppu+tamil masala + kick kadugu + krissh vengayam thakkali = hero sambar
1	 Bayama irukku I except more but I feel sad :(
3	 Sethupathi kaga wait panravangalam Kai thoongunga
1	 TAMIL MOVIE 2.O  KING IN INDIA   WONDER  SUPER STAR AN  SANKAR'S MASS MOVIE
1	 1st day 1st show poravanga like potuttu ponga
1	 Sprb shradha srinath done a good job
4	 Ennoda phone ah yaaralum control panna mudiyadhu... Akshay Kumar ah tension aayiduvan idhu hang aguradha paathu...
1	 Rajini kanth. Fans hit like here
2	 Kola gaadula iruka... Thalaivaaaaaaaa waiting layea veri aaguthey
2	 Get... Ready..sk. Force.. Part 2. Part 3. Varavaipomaaaaaa...
1	 Omg .. use head phones Enna bgm da saami ..
4	 Petta  uthikum visvasam hit agum
1	 ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum...
4	 Those VFX Nalla illa daaaw guys.. Idhu trailer dhaan maa Main picture is coming  #2.0 #Marana_Mass
1	 vera level thala  u r rock
2	 Lokesh kanagaraj movie naalae.... English Rap....Song vandurum
1	 What a trailer ya vera level la iruku...yow karthi subburaj pinnida ya awesome awesome
1	 Thalada all India  Thala kottai
4	 Indha Kalatholo Siva Karthikeyan Nadike Mudiyadhu
2	 Evano indha video ku dislike button amuka vandhurundha odiru 🤣 kolaa kaandu la irukan kollama vida matan
4	 Mujhe kuch samajh sirf VFX tu achh hai hai Lekin utna dam nahi jitna zero ka trailer me hai
1	 Title card bgm vara level nu soluravuga like pl
1	 Rijini sir nadichirukaru Rompa nalaiku piragu.. sema treatuuuuu
4	 Thala nkp kaga wait panravan like panunga
1	 Climax la judge kathiyeh heart attack shethuduvaaraah
0	 Samajh mai kuch  nahii aaya bas ajeet sir k liye poora trailer dekha
2	 Mokka palaya film sayal niraya irukku....
1	 Mokka ah irukkum nu confirn pannittenga
1	 12hours 5m view s  600k like s NKP
1	 Thala   U1  Bgm
1	 Surya thambi karthi poii karthi oda anna tha surya airuchuu
1	 Now you are lying lying lying. Thala mass
1	 Namaku thevayanathu nammatha adichi vaanganum...  masssssssss
1	 Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan
1	 Common thala fans 1m likes varanum
1	 Yeppo million like aagum nu pakka wait pannittu irruka .
1	 That Bike is a Modified Duke 200
1	 Last dialogue semma...🥰🥰 Thala Tucker doi...
4	 Abhay deol
1	 thala veriyans. Maddum oru like poddu vidunga bro.
4	 Starting Looks like king liar Malayalam movie
3	 Good morning Guys  Kaalaila Ezhunthathum Trailer Paakka Vanthavangala Like Podunga
1	 Enna Da views ivlo kammiya iruku romba nerama
4	 Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha!?
1	 Ethir paartha alavu ila .. sadness
1	 Sema... Thala merattal.... Movie eppo paaka poromnu romba aarvama irukku... Thala...
1	 Ena ipa Trending la varuthu thalaivar eh
2	 Karthi annaaaa vera level acting
1	 National award ah , askar ah ?/... Dhanush fanz like
2	 Padam peru #Sangathamizhan Producer yaru na #BharathiREDDY :/  What an irony!
1	 Anirudh bgmmmmmm Bang bang bang  Petttaaaa paaaraaaaaak
1	 Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven....Thalaivar forever
3	 Viswasam Jan 14 thaane? Clash aavathu ninaikkiren.
1	 Trailer la Vidya Balan missing.... Why?
4	 Sangar.... Sangar ra etha movie direct pannala
1	 I think sivakarthickku hero getup set aagala, trailer is good,but movie average pogumnu ninaikiravanga like Pannuga
1	 Ajith sir 🤩   T H A L A
1	 Arjun sir looking very smart and handsome....
1	 Attention THALA fans ........INDHA padam BLOCK BUSTER AAguradhukkuu neega dhaan THEATer Ku poooi THALAi Ku  PERIYA flex(katout) VAIKANUMMM
2	 20 times ku mela pathavanga like podunga
1	 I am big for illaya super star DHANUSH
3	 Simran ,Rajinikanth & Vijay Sethupathi
0	 lagta hai main doreman ka cartoon dekh raha hoon
1	 i phone vs android nu ninaikiren
1	 Trailer la nallathan da irukku padam mokkaiya illama iruntha sari
1	 Innoru  Vakkil  Rangaraj pandey dhana avaru
3	 Ini jenmathhuku meethane, hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates.. Ela padamum ini adhapathi daan..
1	 Thala seekirom theatre ku Va Thala ennala wait panna mudiyala
1	 Marana mass... Ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa
0	 U kena tunggu lebih lama lagi  untuk tahu saya   Kita sedang menunggu untuk CHiYaN
0	 You kena tunggu lebih lama lagi untuk tau saya
1	 Kamala kalasa en thlaivan dance mass ah
2	 sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga ( 5 thaiyal enaku )
1	 Thala Da i love u thala
1	 super super super  super star.
1	 Mmmm 1000 times this video see
4	 Thalaivarea kaalioda aatatha neenga kaatitinga   Ini thooku thurai oda alaparaiya naalaiku 1.30 ku Paapinga
1	 Nanga late ahh vandhalum latest ah varuvom
4	 Sema anna Lv u karthi anna
3	 How many of you life rajini??
1	 Waiting for Judgement day nerkonda paarvai Trailer Marana Mass THALAAAAAAAA.....‍
1	 Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa
1	 Sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu
0	 The last part vikram says : You kena tunggu lebih lama lagi untuk tau saya
4	 Paaaaaaa more thaaan Hollywood range... Excited to have watch over it
1	 Like icon ah terika vidalama thala blood's
1	 Yow songs epo ya viduvinga BGM verra level ....... #Thala_forever
1	 Thaka fans ah iru dha like poduga
0	 തല അജിത് kerala fans like here
1	 Thala un rasiganu solla santhsama ,karvama irukku
1	 Pandey and Thala argument  Super thala nadakakuduthu
1	 1.5M views in 60min அம்மோவ்
1	 2020 Fulla un thiruvizha tha dhaunsh Anna
3	 Yan daa like podrathu easy nu unga ishtathukku ethuku like athuku comment nu podringlaa ethellaam Oru polappu
1	 Mana thalvair epaime gethuda sema inda pongal
1	 Indias pride ... Shankar Sir & Team...
1	 Gud Morning Thala Bloods.Enna Nanba Readya.Viswasam Trailerku Senja Sambavatha Vida Sirapaa Siyanum.
2	 Unga nalla manasuku epayum vettri than THALA ungaluku. phinix  bird thala nenga vizhamattinga
1	 1 million likes kondu varanum keep share THALA bloods...
1	 Oru channel la sona marie pana matingala daaa dei
3	 1:53fight scene kola mass vera level
1	 YuvaN       BGM
2	 1M like varathu pola nalaki kuda sethu
